"","T01","T02","T03","T31","T32","T33","T34","T5A5","T5A6","KMR19","KMR46"
"ENSMUSG00000102060.1",0,14,28,17,25,20,6,28,17,0,0
"ENSMUSG00000085759.1",8,3,14,22,16,8,12,23,19,0,0
"ENSMUSG00000085580.1",9,8,30,17,19,18,8,30,45,0,0
"ENSMUSG00000024209.9",104,157,161,368,239,290,291,733,556,12,9
"ENSMUSG00000084948.1",59,61,120,81,82,112,73,146,239,0,0
"ENSMUSG00000028009.7",21,50,117,71,69,73,37,127,111,0,0
"ENSMUSG00000086366.1",14,41,65,46,31,46,30,79,92,0,0
"ENSMUSG00000100062.1",50,66,129,87,92,80,70,123,160,0,0
"ENSMUSG00000100837.6",13,22,99,48,38,31,29,57,117,1,26
"ENSMUSG00000040657.3",5,0,12,2,10,3,1,10,12,0,0
"ENSMUSG00000099266.1",6,1,11,20,8,7,6,7,12,0,0
"ENSMUSG00000102036.1",45,44,139,55,86,60,45,176,176,0,0
"ENSMUSG00000101978.1",4,1,6,2,7,2,4,2,15,0,0
"ENSMUSG00000082766.1",71,89,124,133,185,181,132,354,244,0,0
"ENSMUSG00000100681.1",42,60,74,41,59,53,49,103,112,0,0
"ENSMUSG00000100211.1",0,3,6,14,5,17,5,13,11,0,0
"ENSMUSG00000096655.2",40,37,50,50,51,49,52,76,60,0,2
"ENSMUSG00000099435.6",5,6,26,10,7,18,5,18,30,0,0
"ENSMUSG00000100872.2",1,7,14,5,7,8,2,12,13,0,0
"ENSMUSG00000100134.1",34,61,72,78,79,77,48,88,124,0,0
"ENSMUSG00000101634.6",27,40,62,46,45,46,29,66,111,0,0
"ENSMUSG00000073598.3",95,194,391,390,463,428,332,332,361,0,2
"ENSMUSG00000101810.1",3,0,6,5,3,7,5,0,6,0,0
"ENSMUSG00000097717.1",4,5,9,1,9,19,11,49,38,0,0
"ENSMUSG00000038323.3",154,129,154,54,53,49,57,82,67,268,383
"ENSMUSG00000099605.1",137,144,292,221,194,192,147,309,433,0,0
"ENSMUSG00000085800.7",39,57,185,100,84,115,58,172,211,2,2
"ENSMUSG00000099378.1",9,36,81,22,36,44,21,65,79,0,0
"ENSMUSG00000046408.13",85,97,72,29,36,44,25,72,50,2,1
"ENSMUSG00000021545.4",5,3,4,4,1,0,3,5,6,0,0
"ENSMUSG00000053081.3",26,18,9,53,80,60,40,74,55,0,0
"ENSMUSG00000042184.11",70,93,232,147,213,223,96,233,374,0,0
"ENSMUSG00000086376.2",7,12,7,34,37,32,28,37,21,0,0
"ENSMUSG00000080980.1",0,7,12,6,3,3,0,10,14,0,0
"ENSMUSG00000090307.7",1,15,30,29,10,32,26,31,45,0,1
"ENSMUSG00000100487.1",13,10,25,12,13,9,7,43,63,0,0
"ENSMUSG00000101702.1",1,5,4,19,40,42,22,48,41,0,0
"ENSMUSG00000087204.1",27,31,92,56,47,63,36,110,125,0,0
"ENSMUSG00000099872.1",35,28,37,1,6,2,2,13,19,0,0
"ENSMUSG00000029883.12",26,33,105,61,59,65,47,79,154,0,0
"ENSMUSG00000032566.4",6,2,15,9,4,14,3,21,27,0,0
"ENSMUSG00000086771.1",3,2,3,5,7,1,3,5,19,0,0
"ENSMUSG00000084859.7",12,15,61,29,39,42,33,56,86,0,0
"ENSMUSG00000031118.8",15,7,19,14,14,12,7,25,12,0,0
"ENSMUSG00000100573.1",3,18,42,21,17,27,7,33,37,0,0
"ENSMUSG00000023737.14",43,57,107,53,67,69,65,108,125,2,0
"ENSMUSG00000100668.1",0,6,6,3,3,4,1,5,7,0,0
"ENSMUSG00000086016.1",1735,1572,1717,763,994,1045,755,1175,1145,0,0
"ENSMUSG00000100747.4",117,95,93,184,266,247,207,235,261,16,19
"ENSMUSG00000099639.6",37,80,105,83,89,82,78,154,217,0,0
"ENSMUSG00000058101.3",33,53,59,29,30,22,20,31,29,0,0
"ENSMUSG00000057805.4",0,0,4,5,1,7,0,2,2,0,0
"ENSMUSG00000100890.1",16,30,49,37,28,38,28,66,59,0,0
"ENSMUSG00000020548.10",92,112,143,118,183,137,118,165,142,0,0
"ENSMUSG00000071265.10",21,18,76,57,71,51,50,149,139,0,3
"ENSMUSG00000097080.7",455,445,413,134,158,158,126,290,208,8,37
"ENSMUSG00000085085.2",77,79,104,30,17,36,37,63,86,2,4
"ENSMUSG00000087653.1",133,136,122,298,312,261,272,471,392,0,0
"ENSMUSG00000033029.12",1224,1444,1340,1290,1813,1323,1304,2634,1993,47,48
"ENSMUSG00000090462.7",0,0,4,5,1,2,0,8,10,0,0
"ENSMUSG00000086781.1",1,25,41,36,29,39,21,31,40,0,0
"ENSMUSG00000092499.1",22,25,25,32,15,20,19,34,46,0,0
"ENSMUSG00000085353.2",29,37,54,30,21,44,15,70,66,0,0
"ENSMUSG00000084811.1",58,64,136,94,72,102,77,139,179,0,0
"ENSMUSG00000078600.1",2,4,0,4,8,3,5,4,14,0,0
"ENSMUSG00000090840.2",22,41,16,50,110,55,46,95,84,2,3
"ENSMUSG00000022915.3",406,357,330,251,297,280,277,465,515,0,0
"ENSMUSG00000020286.12",23,22,37,35,23,25,31,68,56,6,3
"ENSMUSG00000101695.1",900,1013,849,523,852,720,584,876,552,0,2
"ENSMUSG00000100430.1",1,1,3,4,9,5,3,13,19,0,0
"ENSMUSG00000086046.1",105,125,296,158,183,199,109,196,289,0,0
"ENSMUSG00000098230.7",26,26,56,32,54,42,22,89,73,0,0
"ENSMUSG00000085407.1",19,27,38,20,27,36,18,42,45,1,9
"ENSMUSG00000084861.1",44,93,147,118,127,129,77,220,260,0,4
"ENSMUSG00000084804.1",44,52,46,60,51,45,52,61,57,0,0
"ENSMUSG00000099630.1",17,44,91,83,68,79,79,124,123,0,0
"ENSMUSG00000101856.1",13,19,13,7,6,9,4,32,14,4,23
"ENSMUSG00000099474.1",1,5,19,12,10,5,3,4,17,0,1
"ENSMUSG00000091906.2",122,231,278,814,1082,823,721,970,974,0,0
"ENSMUSG00000101051.6",11,9,25,55,24,25,22,60,58,0,0
"ENSMUSG00000097675.2",377,379,362,691,1362,958,817,1671,1422,0,8
"ENSMUSG00000045815.4",0,1,0,1,6,2,4,5,0,0,0
"ENSMUSG00000102096.1",23,20,65,44,35,44,35,68,85,0,0
"ENSMUSG00000032611.9",118,155,207,191,238,226,235,470,392,5,4
"ENSMUSG00000049476.12",4,1,16,4,3,10,5,14,8,0,0
"ENSMUSG00000099923.1",133,111,114,108,202,221,163,288,222,0,1
"ENSMUSG00000101009.6",35,46,113,81,59,71,40,93,124,0,1
"ENSMUSG00000100585.1",58,43,59,15,10,16,9,18,36,0,0
"ENSMUSG00000084837.1",0,4,6,2,5,2,1,5,8,0,0
"ENSMUSG00000101505.1",58,103,170,130,155,161,114,243,292,1,0
"ENSMUSG00000085044.1",6,15,18,18,15,23,14,18,19,0,0
"ENSMUSG00000008307.11",1423,1759,1633,2161,2342,1939,2347,4338,2769,16,15
"ENSMUSG00000101261.1",36,61,144,88,84,80,57,148,151,0,0
"ENSMUSG00000097267.1",2293,2214,2736,8612,7889,7811,6631,14645,10080,0,0
"ENSMUSG00000099384.6",155,138,140,38,31,50,47,61,75,1,0
"ENSMUSG00000079407.9",6,7,20,4,5,3,7,8,29,1,0
"ENSMUSG00000100732.1",0,0,1,6,0,0,3,1,0,0,0
"ENSMUSG00000087047.8",747,754,853,155,134,149,122,514,386,0,0
"ENSMUSG00000029837.2",69,107,246,184,172,211,111,275,294,0,0
"ENSMUSG00000100511.1",268,431,809,597,501,588,379,894,1078,0,0
"ENSMUSG00000091329.2",303,446,524,283,303,396,208,523,573,1,5
"ENSMUSG00000063458.12",22857,20141,25121,18158,11898,13638,18354,17685,14941,1,18
"ENSMUSG00000101574.1",54,92,208,125,117,119,61,205,247,0,0
"ENSMUSG00000086632.1",40,65,77,78,109,112,86,196,185,0,0
"ENSMUSG00000097527.2",70,85,158,139,119,201,118,326,291,4,2
"ENSMUSG00000087510.1",0,18,24,8,10,10,10,9,11,0,0
"ENSMUSG00000096935.5",554,639,414,540,677,717,664,860,887,15,9
"ENSMUSG00000047129.11",431,483,1059,603,585,726,450,911,1266,0,0
"ENSMUSG00000092276.2",1,4,12,3,1,3,3,6,6,0,0
"ENSMUSG00000100593.1",70,43,112,62,55,82,44,82,81,0,0
"ENSMUSG00000082488.2",1,0,1,4,1,3,10,10,4,0,0
"ENSMUSG00000045391.4",190,182,176,186,280,284,177,408,300,0,0
"ENSMUSG00000100599.1",53,56,89,80,101,77,81,90,118,51,54
"ENSMUSG00000098086.1",0,1,2,8,2,1,0,5,6,0,0
"ENSMUSG00000086333.1",1,17,48,19,30,22,9,55,30,0,0
"ENSMUSG00000100717.6",17,37,57,48,63,55,70,62,75,0,0
"ENSMUSG00000086068.1",27,42,56,79,43,46,31,117,112,0,0
"ENSMUSG00000099579.1",21,38,32,36,22,37,28,41,53,0,0
"ENSMUSG00000093386.1",24,30,86,55,41,47,29,82,114,0,0
"ENSMUSG00000086275.1",31,45,100,55,88,77,60,103,206,0,0
"ENSMUSG00000099574.1",14,16,37,37,26,30,14,30,32,0,0
"ENSMUSG00000100364.1",14,49,123,64,72,98,40,97,146,0,0
"ENSMUSG00000092066.1",1,8,28,17,22,18,3,24,37,0,0
"ENSMUSG00000101409.1",2,7,17,11,9,14,11,22,23,0,0
"ENSMUSG00000087685.1",6,10,18,2,16,12,5,17,13,2,8
"ENSMUSG00000094928.1",9,7,16,5,12,10,7,18,21,0,0
"ENSMUSG00000029526.5",11,5,16,8,12,8,5,20,25,0,0
"ENSMUSG00000072878.4",3,7,21,16,6,9,4,13,16,0,0
"ENSMUSG00000085614.1",963,977,1046,342,322,362,344,661,508,43,16
"ENSMUSG00000086080.7",460,771,1324,912,977,975,692,1471,1958,0,0
"ENSMUSG00000040822.6",758,657,564,553,839,849,562,792,664,620,1096
"ENSMUSG00000101481.1",50,63,174,103,107,93,77,164,181,0,0
"ENSMUSG00000099354.6",23,40,18,30,27,17,26,33,46,3,1
"ENSMUSG00000085263.1",13,8,30,10,16,22,3,42,48,0,0
"ENSMUSG00000097584.1",14,14,18,20,16,19,6,28,33,0,0
"ENSMUSG00000085197.7",348,335,441,172,147,191,210,156,81,0,0
"ENSMUSG00000018479.12",30,40,82,100,128,124,108,162,197,0,5
"ENSMUSG00000099945.1",1,1,11,6,2,3,3,4,12,0,0
"ENSMUSG00000107014.1",30,89,172,127,123,114,62,196,224,0,0
"ENSMUSG00000099794.1",74,122,193,126,211,172,83,228,354,0,0
"ENSMUSG00000031510.5",31,43,122,67,74,88,50,71,141,0,0
"ENSMUSG00000031998.4",18,30,57,45,53,37,43,73,86,0,0
"ENSMUSG00000021977.11",17,14,58,28,33,31,22,62,67,0,0
"ENSMUSG00000100603.6",143,266,415,268,328,285,210,437,667,0,0
"ENSMUSG00000100182.6",15,28,75,49,54,66,29,54,79,2,0
"ENSMUSG00000100844.1",4,1,12,12,5,5,7,8,7,0,0
"ENSMUSG00000100001.1",45,58,123,83,108,95,50,124,187,0,0
"ENSMUSG00000089745.1",155,164,169,140,132,143,124,286,234,0,0
"ENSMUSG00000100094.1",10,26,33,12,8,17,15,37,30,7,4
"ENSMUSG00000071653.9",390,500,370,152,382,297,190,325,352,3,3
"ENSMUSG00000094808.2",2,3,2,2,9,4,5,5,12,0,0
"ENSMUSG00000078607.5",81,67,53,78,117,90,100,230,159,14,17
"ENSMUSG00000056329.3",1,8,15,12,8,6,5,8,14,0,0
"ENSMUSG00000041707.7",84,109,246,175,135,145,89,296,360,0,0
"ENSMUSG00000056313.5",974,1455,474,2410,9550,2686,3694,3316,2593,1779,1903
"ENSMUSG00000087595.1",108,96,105,25,60,65,27,46,39,0,0
"ENSMUSG00000099825.1",6,4,4,6,5,4,1,9,7,0,0
"ENSMUSG00000028177.13",45,43,76,48,64,64,35,69,115,0,0
"ENSMUSG00000022507.5",3773,4709,4711,8941,14104,10683,10878,19495,13010,1159,1106
"ENSMUSG00000097412.1",4636,6407,8284,4483,6509,6838,6398,46089,29007,8,22
"ENSMUSG00000101088.6",16,40,80,55,49,61,48,95,130,0,0
"ENSMUSG00000086390.7",3,17,20,17,20,7,15,52,38,1,6
"ENSMUSG00000097115.2",298,284,296,73,93,145,97,169,145,1,0
"ENSMUSG00000089997.1",38,46,73,61,45,83,60,116,97,0,1
"ENSMUSG00000087331.8",73,81,85,26,16,34,13,50,56,8,14
"ENSMUSG00000078784.8",354,474,425,493,686,507,673,889,714,794,847
"ENSMUSG00000044145.2",526,510,603,149,114,177,155,360,286,38,39
"ENSMUSG00000101970.6",3665,4091,3878,3611,5318,4040,4386,6945,4367,1,5
"ENSMUSG00000048429.10",459,587,465,712,847,873,733,1385,1206,874,1056
"ENSMUSG00000044148.6",1085,1287,1198,550,920,818,719,1556,1170,670,899
"ENSMUSG00000020812.17",404,1476,1547,1239,2126,1519,1116,2876,1663,349,182
"ENSMUSG00000097101.2",442,514,617,236,220,300,205,524,293,8,44
"ENSMUSG00000054091.9",77,84,122,117,159,141,149,301,190,708,1066
"ENSMUSG00000102112.1",56,41,48,20,50,53,16,59,48,0,1
"ENSMUSG00000062760.10",351,635,489,340,391,385,215,537,677,4,9
"ENSMUSG00000020284.16",425,467,413,181,203,240,140,376,272,126,94
"ENSMUSG00000078572.3",137,173,162,130,118,92,110,188,130,45,127
"ENSMUSG00000100680.1",12,27,37,15,26,31,19,56,31,12,16
"ENSMUSG00000036027.11",81,122,271,165,115,193,134,285,405,0,0
"ENSMUSG00000097221.1",378,256,261,492,889,681,598,894,686,0,7
"ENSMUSG00000100277.6",24,48,88,64,66,62,44,83,142,0,0
"ENSMUSG00000035372.1",714,834,636,2644,4155,3460,2842,3438,3643,1025,1166
"ENSMUSG00000073155.12",647,649,685,263,367,315,308,836,491,466,1318
"ENSMUSG00000086340.1",21,25,45,24,12,21,12,16,27,0,0
"ENSMUSG00000108207.2",1065,1059,960,240,161,193,122,225,239,19,64
"ENSMUSG00000027713.6",106,101,160,56,68,67,47,152,135,49,129
"ENSMUSG00000084925.7",7903,15051,7200,1003,2536,1705,1358,3465,2301,1,5
"ENSMUSG00000085551.1",0,0,0,0,3,0,0,2,0,0,0
"ENSMUSG00000090925.2",17,25,57,47,41,56,41,63,88,4,1
"ENSMUSG00000013653.2",21,22,28,26,25,27,31,61,53,0,0
"ENSMUSG00000087165.7",169,222,288,63,78,76,41,70,91,11,20
"ENSMUSG00000051606.4",2,8,0,3,2,7,0,9,7,0,0
"ENSMUSG00000042041.6",2,5,8,7,8,7,2,11,11,1,0
"ENSMUSG00000095620.7",52,79,145,92,80,80,59,120,154,0,14
"ENSMUSG00000044694.2",105,102,180,37,23,45,9,65,43,4,2
"ENSMUSG00000100860.1",1047,1222,1039,1154,1361,1272,1203,1663,1488,0,0
"ENSMUSG00000102047.1",54,73,78,51,49,45,29,79,80,0,0
"ENSMUSG00000087277.1",10,28,32,10,19,21,11,30,62,0,0
"ENSMUSG00000096983.1",114,150,110,173,247,205,226,348,337,7,18
"ENSMUSG00000091575.2",10,18,74,15,22,24,10,29,25,0,0
"ENSMUSG00000100738.1",22,33,30,54,54,64,38,73,67,0,0
"ENSMUSG00000025528.10",96,134,261,172,164,154,163,254,346,0,0
"ENSMUSG00000021290.5",613,593,474,392,640,470,470,537,469,933,1731
"ENSMUSG00000020083.13",70,89,220,191,164,226,121,292,378,5,6
"ENSMUSG00000029384.5",129,138,133,138,158,170,118,470,493,0,1
"ENSMUSG00000063522.5",60,87,178,118,115,140,84,133,171,0,1
"ENSMUSG00000098434.1",3,6,7,9,17,16,9,8,7,0,0
"ENSMUSG00000097755.1",9,23,44,35,39,43,15,59,60,14,16
"ENSMUSG00000021458.16",50314,50114,58415,63016,65735,69829,65658,60678,35416,315,236
"ENSMUSG00000063018.6",390,368,568,189,203,189,169,321,269,148,142
"ENSMUSG00000026090.16",191,309,604,424,458,435,270,767,968,3,84
"ENSMUSG00000097289.1",88,139,253,156,175,201,115,267,369,69,8
"ENSMUSG00000100714.6",119,135,143,85,121,108,81,171,160,1,0
"ENSMUSG00000101268.6",254,252,286,1006,1142,1313,1214,2142,1834,4,1
"ENSMUSG00000074829.10",1379,1456,1289,126,86,107,108,231,199,73,113
"ENSMUSG00000100691.1",63,91,87,43,56,55,36,49,49,35,84
"ENSMUSG00000089983.1",55,95,150,167,162,171,143,196,280,0,0
"ENSMUSG00000030587.5",148,155,166,95,118,140,90,136,116,144,637
"ENSMUSG00000013083.8",0,13,17,12,4,15,10,18,16,0,1
"ENSMUSG00000097165.1",9,7,7,12,9,19,16,12,7,11,17
"ENSMUSG00000029882.5",16,12,25,23,27,25,18,29,32,0,0
"ENSMUSG00000074217.8",31,80,16,10,19,24,9,99,36,5,3
"ENSMUSG00000101791.1",160,91,196,23,22,13,25,82,46,22,7
"ENSMUSG00000086316.8",608,635,717,166,301,263,237,354,254,325,462
"ENSMUSG00000021550.5",458,518,463,383,438,389,324,392,445,348,470
"ENSMUSG00000029559.15",894,965,870,249,380,371,306,473,341,309,384
"ENSMUSG00000103523.1",5,29,37,21,22,21,20,42,70,0,0
"ENSMUSG00000092570.7",86,141,268,224,214,235,145,289,409,0,0
"ENSMUSG00000039563.6",66,79,157,78,114,88,84,179,206,3,60
"ENSMUSG00000037145.14",19,23,65,53,39,49,36,85,131,0,0
"ENSMUSG00000087380.7",4243,4643,6070,1969,2543,2518,2205,2940,3710,12,45
"ENSMUSG00000071252.5",5438,7747,5549,2958,5097,3070,3276,4135,4863,55,104
"ENSMUSG00000081766.3",0,1,1,0,0,0,0,1,1,0,0
"ENSMUSG00000085563.2",789,631,700,332,381,494,367,716,471,0,1
"ENSMUSG00000085394.1",9,17,45,23,25,25,16,43,76,0,0
"ENSMUSG00000086494.1",1,6,14,2,2,1,4,7,12,0,0
"ENSMUSG00000078894.9",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101773.1",11,21,25,11,26,28,16,25,65,0,0
"ENSMUSG00000039269.5",0,0,7,3,5,2,1,5,1,0,0
"ENSMUSG00000078257.2",1,3,8,5,0,2,5,0,9,0,0
"ENSMUSG00000032403.8",238,246,255,136,153,149,108,166,144,55,56
"ENSMUSG00000097354.7",470,472,1048,223,236,299,197,485,450,37,91
"ENSMUSG00000053353.5",39,32,31,39,79,90,62,84,80,0,0
"ENSMUSG00000097178.7",270,391,867,501,492,601,369,751,1033,0,2
"ENSMUSG00000028396.5",17,29,60,71,56,58,39,73,81,0,0
"ENSMUSG00000007457.3",4,4,17,8,8,8,3,14,26,0,0
"ENSMUSG00000087254.1",5,11,14,9,8,14,9,21,30,0,0
"ENSMUSG00000099446.1",37,32,88,65,59,80,45,87,114,0,0
"ENSMUSG00000034159.12",14,22,45,32,22,53,24,33,62,1,3
"ENSMUSG00000100335.2",180,209,471,343,316,408,239,501,772,0,0
"ENSMUSG00000079283.2",165,172,154,60,104,81,80,90,71,56,122
"ENSMUSG00000097162.2",122,166,190,50,70,58,66,146,72,5,13
"ENSMUSG00000020133.8",341,284,254,199,267,262,196,292,367,298,426
"ENSMUSG00000085945.3",547,521,685,802,1080,881,780,1290,1095,0,0
"ENSMUSG00000097729.1",1246,1118,1502,226,224,270,249,637,375,42,67
"ENSMUSG00000099411.1",10,15,29,20,24,15,28,41,43,0,0
"ENSMUSG00000101257.1",8,11,27,14,10,8,7,15,26,0,0
"ENSMUSG00000102098.1",100,174,337,211,207,189,151,360,493,0,0
"ENSMUSG00000085965.1",14,33,91,67,48,50,42,91,111,0,0
"ENSMUSG00000070574.2",78,127,132,64,66,62,42,118,144,0,0
"ENSMUSG00000100410.1",43,45,83,47,35,57,33,47,79,0,0
"ENSMUSG00000049643.15",1159,1118,1115,589,744,757,549,991,871,571,544
"ENSMUSG00000031983.7",600,615,788,1484,1819,1981,1504,3027,2434,1957,3032
"ENSMUSG00000097710.1",35,82,125,115,82,120,49,130,215,0,0
"ENSMUSG00000078519.3",19,22,15,11,21,34,23,30,18,0,0
"ENSMUSG00000099447.1",36,50,119,43,59,89,55,133,130,0,0
"ENSMUSG00000032062.1",196,206,204,59,49,67,51,193,152,31,67
"ENSMUSG00000097457.1",318,390,296,330,320,260,342,570,366,0,0
"ENSMUSG00000020441.6",792,815,713,475,751,691,577,863,748,181,164
"ENSMUSG00000068078.4",2,1,12,6,0,8,9,8,6,0,0
"ENSMUSG00000099655.1",62,67,59,22,43,31,26,21,34,0,14
"ENSMUSG00000100157.6",4,27,44,29,42,33,27,37,52,0,0
"ENSMUSG00000026319.13",4308,5264,4749,3786,4579,3409,3851,5766,4202,353,553
"ENSMUSG00000041203.9",1765,1946,1750,1980,3601,2708,2333,3503,3153,418,948
"ENSMUSG00000062619.5",117,135,109,78,126,96,86,136,104,71,144
"ENSMUSG00000100550.1",42,88,167,138,122,169,114,183,218,0,0
"ENSMUSG00000072852.3",336,418,298,1041,1244,1006,1021,1111,1141,0,0
"ENSMUSG00000101655.1",203,237,275,70,87,61,52,194,99,17,15
"ENSMUSG00000101746.1",1,5,10,6,1,6,3,18,18,1,6
"ENSMUSG00000097768.1",220,184,219,80,86,90,102,172,117,3,0
"ENSMUSG00000102106.1",93,143,309,245,206,229,153,398,463,0,0
"ENSMUSG00000085080.1",17,27,21,11,44,20,15,32,41,0,0
"ENSMUSG00000100783.1",141,133,135,40,34,40,36,67,90,3,5
"ENSMUSG00000090314.2",4,3,8,7,5,10,4,12,17,0,0
"ENSMUSG00000015519.12",11,19,56,40,29,59,25,39,97,0,0
"ENSMUSG00000040177.10",1117,1210,1098,1525,2236,1635,1648,2340,1988,242,195
"ENSMUSG00000048830.3",1,0,2,0,1,0,2,1,4,0,0
"ENSMUSG00000085379.1",851,1074,1075,142,383,381,218,320,373,6,25
"ENSMUSG00000050705.15",394,347,283,195,397,325,195,274,302,419,601
"ENSMUSG00000050704.3",3,2,11,5,9,16,11,4,9,0,0
"ENSMUSG00000087410.7",14,27,66,29,42,44,23,57,68,0,0
"ENSMUSG00000100084.1",162,166,148,321,469,570,326,467,556,0,2
"ENSMUSG00000100291.6",2,6,14,10,16,17,13,26,21,9,6
"ENSMUSG00000097102.1",13,33,60,48,37,37,12,49,81,8,10
"ENSMUSG00000089718.1",8,3,2,0,1,2,1,6,4,0,0
"ENSMUSG00000045331.3",1,0,1,4,3,5,3,3,5,0,0
"ENSMUSG00000085020.1",15,29,26,28,21,22,17,59,48,0,0
"ENSMUSG00000045411.16",2119,6451,6396,4218,7937,6446,3738,9378,7104,935,616
"ENSMUSG00000085860.1",56,80,182,140,148,142,74,238,306,2,0
"ENSMUSG00000036873.13",320,411,369,543,751,676,585,1170,832,234,448
"ENSMUSG00000085338.1",9,38,58,32,27,35,24,202,72,0,0
"ENSMUSG00000071398.8",16,30,48,148,209,234,195,410,494,5,7
"ENSMUSG00000086841.1",2466,9094,10164,4640,7909,6235,3942,13143,7203,953,1091
"ENSMUSG00000099528.1",23,56,118,102,83,65,44,109,199,0,0
"ENSMUSG00000049760.5",400,513,479,211,381,240,232,344,301,783,937
"ENSMUSG00000046791.7",159,197,164,370,559,488,467,436,494,413,463
"ENSMUSG00000038311.13",107,75,133,187,244,501,182,219,408,0,0
"ENSMUSG00000073164.11",11,26,63,20,34,45,26,98,129,12,49
"ENSMUSG00000100572.1",181,140,152,55,42,70,75,147,66,0,0
"ENSMUSG00000100017.1",100,92,76,50,65,60,50,81,65,9,9
"ENSMUSG00000054379.7",1,0,0,0,0,1,3,0,2,0,0
"ENSMUSG00000044387.5",28,34,20,13,15,42,40,49,43,0,1
"ENSMUSG00000039801.6",6847,7571,6896,2513,3229,2771,2641,5002,3111,845,1894
"ENSMUSG00000051297.8",37,72,117,80,130,146,90,157,212,0,0
"ENSMUSG00000032840.7",583,575,551,545,623,598,503,964,843,466,634
"ENSMUSG00000064308.10",2,9,15,12,8,16,5,33,25,0,0
"ENSMUSG00000074832.10",27,22,89,85,25,88,43,53,11,7,7
"ENSMUSG00000084825.1",84,155,358,234,232,261,181,365,485,0,0
"ENSMUSG00000096917.2",72,97,188,117,155,138,119,189,291,41,65
"ENSMUSG00000073236.4",339,378,262,218,345,296,226,352,268,57,95
"ENSMUSG00000071632.10",739,751,579,160,234,200,127,222,179,221,117
"ENSMUSG00000043391.9",3565,3508,3545,946,1079,1388,1091,1727,1178,174,203
"ENSMUSG00000044496.6",492,491,539,390,650,719,430,624,569,932,843
"ENSMUSG00000066175.2",115,83,73,44,72,63,59,65,74,4,6
"ENSMUSG00000039798.2",49,31,38,16,22,17,13,25,37,2,9
"ENSMUSG00000100303.1",279,433,923,610,603,686,446,891,1340,0,1
"ENSMUSG00000052419.7",284,329,335,123,194,187,156,277,183,657,1661
"ENSMUSG00000031242.7",568,752,910,408,447,498,478,948,616,459,332
"ENSMUSG00000071793.12",663,992,822,466,726,584,556,654,551,136,123
"ENSMUSG00000060301.5",3000,3398,3271,779,881,761,791,1585,860,325,210
"ENSMUSG00000101089.1",46,39,49,13,9,12,21,43,18,0,4
"ENSMUSG00000097537.1",1743,2219,1926,5095,5652,4666,5196,8309,6138,6,16
"ENSMUSG00000097332.1",1,6,14,3,2,2,9,8,5,0,0
"ENSMUSG00000030924.16",568,786,716,634,671,618,665,1569,1282,123,92
"ENSMUSG00000091474.2",1004,1279,936,705,943,664,746,747,932,293,250
"ENSMUSG00000084362.1",7,7,7,6,12,8,23,31,13,0,0
"ENSMUSG00000099957.3",415,437,676,434,435,481,276,667,797,0,0
"ENSMUSG00000087013.7",1827,1764,1802,964,1038,991,998,931,760,0,0
"ENSMUSG00000085562.7",80,163,254,213,166,175,101,246,438,0,0
"ENSMUSG00000009114.17",41,55,95,51,60,58,34,80,101,0,0
"ENSMUSG00000087259.7",4011,7343,3776,3281,9286,5973,4518,7442,7434,14,52
"ENSMUSG00000085555.9",11,26,31,15,25,18,12,29,35,0,0
"ENSMUSG00000097536.2",3422,3843,3838,1780,2670,2409,2065,3583,3670,9,11
"ENSMUSG00000079388.9",5,18,30,23,29,22,14,34,36,0,0
"ENSMUSG00000071302.10",1109,1282,1137,257,295,285,276,413,348,403,461
"ENSMUSG00000074415.11",42347,41802,49399,5930,11939,11142,7186,17850,11525,1304,1480
"ENSMUSG00000079671.8",491,541,656,469,416,384,333,887,894,0,1
"ENSMUSG00000084860.1",220,291,265,134,138,168,160,269,192,0,0
"ENSMUSG00000085236.3",745,864,953,526,644,622,525,1076,935,0,0
"ENSMUSG00000059482.15",890,1034,919,266,388,383,278,410,386,240,125
"ENSMUSG00000046995.3",2,0,8,5,1,0,2,2,2,0,0
"ENSMUSG00000100164.1",64,74,78,22,28,29,19,43,29,44,94
"ENSMUSG00000085936.7",41533,38670,55034,29110,30513,33190,26157,52860,38772,2,24
"ENSMUSG00000097040.6",169,239,391,304,228,291,195,434,540,4,8
"ENSMUSG00000049916.10",13,28,72,41,51,56,43,97,144,71,87
"ENSMUSG00000010277.7",5871,6616,5492,4159,6886,5527,4510,6075,4358,7037,12136
"ENSMUSG00000085882.1",102,155,55,20,23,10,12,57,49,3,54
"ENSMUSG00000092486.1",48,65,44,15,9,24,7,9,9,144,234
"ENSMUSG00000096001.2",18,48,103,96,72,62,77,185,175,18,45
"ENSMUSG00000028536.12",1,10,31,24,14,12,13,21,32,0,0
"ENSMUSG00000097334.1",56,28,40,22,20,63,16,29,30,0,3
"ENSMUSG00000097731.1",463,533,437,230,383,316,223,403,262,0,0
"ENSMUSG00000086328.1",17,18,18,16,8,4,3,18,8,12,9
"ENSMUSG00000097180.5",258,394,322,532,1420,1084,1030,1771,1539,40,51
"ENSMUSG00000041789.7",35,33,89,71,53,75,55,93,133,0,0
"ENSMUSG00000097787.1",81,82,104,21,26,25,16,34,21,7,13
"ENSMUSG00000034601.16",2491,3223,2841,937,1339,1242,1026,2337,1739,517,715
